Sentiment,Correlation
joy,-0.9093788298606065
sadness,0.5912940854797253
anger,-0.16412110479276718
fear,0.9342902165888538
surprise,0.7373359738173519
disgust,0.9571886862082166
trust,0.5612615861242289
anticipation,-0.2343716431060256
negative_sentiment,0.9296435180516553
positive_sentiment,-0.19708973563869503
