Sentiment,Correlation
joy,-0.3890236707044306
sadness,0.6474785294220077
anger,0.9253200975408625
fear,0.1296919524249349
surprise,0.4990716904164833
disgust,0.6503903214222745
trust,-0.3333758022175989
anticipation,-0.06292201106556491
negative_sentiment,0.5196079930471483
positive_sentiment,-0.6513215577477942
