Sentiment,Correlation
joy,0.6575631315417166
sadness,0.7413737807846539
anger,0.44943382983996427
fear,0.8586558001894391
surprise,0.48520215016656704
disgust,0.9423750904633585
trust,0.7246128380802428
anticipation,0.6236037220296321
negative_sentiment,0.8648927693474026
positive_sentiment,0.7475871103901848
