Sentiment,Correlation
joy,0.9926588071531537
sadness,0.8870566500831065
anger,0.9741341447119595
fear,0.9787632428423245
surprise,0.5379551885283961
disgust,0.9738190322276628
trust,0.9577723534748364
anticipation,0.7878907458903126
negative_sentiment,0.9800482011730676
positive_sentiment,0.9722954636664842
