Sentiment,Correlation
joy,0.6216475172138787
sadness,0.6230657640394419
anger,0.7716314617105291
fear,0.7221145657554223
surprise,0.43885827193272026
disgust,0.7732501151349793
trust,0.7629302702069196
anticipation,0.08358209493019736
negative_sentiment,0.7464508133566284
positive_sentiment,0.6338107278163607
