Sentiment,Correlation
joy,0.07217346579658551
sadness,0.8586931384909191
anger,0.23560934887692925
fear,0.3354161998290596
surprise,-0.04475716150380936
disgust,0.4190365125531304
trust,0.15981267559542703
anticipation,0.23085680436279438
negative_sentiment,0.7622781085604304
positive_sentiment,0.8375790309598619
