Sentiment,Correlation
joy,0.03732888600879107
sadness,0.8273803424080586
anger,0.9800664971396509
fear,0.7242628785676186
surprise,0.3479860543046875
disgust,0.7254168968947922
trust,-0.8644351962193426
anticipation,-0.8122831638164505
negative_sentiment,0.8383036912223254
positive_sentiment,-0.7290767911629159
