Sentiment,Correlation
joy,0.6222781220600677
sadness,0.7786399983211365
anger,-0.6273519897561806
fear,0.06087496680458637
surprise,-0.8515924210997402
disgust,0.9990546715150579
trust,0.8285223827848076
anticipation,0.9494391003747578
negative_sentiment,0.9521939359150812
positive_sentiment,0.9903390256009742
