Sentiment,Correlation
joy,0.5545390108811387
sadness,0.9014690671013128
anger,0.7109791258098499
fear,0.9200693884608918
surprise,0.8832955658095074
disgust,0.9336266663786927
trust,0.8677591003050834
anticipation,0.11902673681222652
negative_sentiment,0.9669414417145741
positive_sentiment,0.49348924864472354
