Sentiment,Correlation
joy,-0.6415748481990154
sadness,0.39351650234195373
anger,0.4245843089929777
fear,0.7222098559432242
surprise,0.5972675843486672
disgust,0.9375793855502104
trust,0.40536797501149
anticipation,-0.28733608163750257
negative_sentiment,0.7676318065985059
positive_sentiment,-0.2834646272963198
